0,70.8125,0.8669656776189804
1,88.825,0.5691194906532764
2,91.7375,0.4469606620967388
3,94.0,0.37827154363691806
4,96.175,0.32587880146726966
5,96.9125,0.28794389571777235
6,97.5625,0.25836994502001576
7,98.2,0.23397916315344627
8,98.45,0.21373091540247613
9,98.525,0.1975915915030986
10,98.7375,0.1838786772106012
11,98.925,0.17145735874871024
12,98.95,0.16089980713856547
13,98.625,0.1526209130267047
14,98.775,0.14535015085395422
15,99.1125,0.13810137290897545
16,98.9125,0.1321537114932092
17,99.2625,0.12637493135222594
18,99.4375,0.12086748825954148
19,99.5375,0.11573326621793092
